"﻿""timestamp""",session,method,split,macro_f1,accuracy,balanced_accuracy,weighted_f1,macro_roc_auc,ece,escalation_sens,missed_serious,p_value_vs_baseline,notes
2026-09-04T12:51:45+00:00,session6_oof,selective_cost_sensitive_abstain20,val,0.906613001227642,,,,,,0.8031088082901554,38.0,,cost-sensitive thresholds + msp abstention at 20%; coverage=0.7983
2026-09-04T12:51:45+00:00,session6_oof,fairness_sex,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.0827; macro_f1_gap=0.0018; equalized_odds_tpr_gap=0.0966; equalized_odds_fpr_gap=0.0116; referral_burden_gap=0.0098"
2026-09-04T12:51:45+00:00,session6_oof,fairness_age_sensitivity_full_coverage,val,,,,,,,,,,"40-59: sens=0.550 (60 serious, 27 missed, 6 referred); 60+: sens=0.774 (226 serious, 51 missed, 21 referred); <40: sens=0.545 (22 serious, 10 missed, 1 referred)"
2026-09-04T12:51:45+00:00,session6_oof,fairness_age_band,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.3030; macro_f1_gap=0.0378; equalized_odds_tpr_gap=0.3305; equalized_odds_fpr_gap=0.0462; referral_burden_gap=0.1084"
2026-09-04T12:51:45+00:00,session6_oof,fairness_localization,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.3869; macro_f1_gap=0.4013; equalized_odds_tpr_gap=0.6575; equalized_odds_fpr_gap=0.0877; referral_burden_gap=0.1725"
2026-09-04T12:51:45+00:00,session6_oof,selective_score_comparison,val,,,,,,,,,,"val-selected score=msp; val AURC msp=0.03082, margin=0.03086, entropy=0.03128, mutual_information=0.03329, ensemble_variance=0.03451"
2026-09-04T13:24:26+00:00,session6_oof,agerule_lambda_40_59,train,,,,,,,0.8967,41.0,,lambda=0.74 fitted=True n=3112 pos=397 baseline_sens=0.6121 referral 0.1019->0.2272
2026-09-04T13:24:26+00:00,session6_oof,agerule_lambda_60+,train,,,,,,,0.8331,149.0,,lambda=0.33 fitted=True n=2512 pos=893 baseline_sens=0.7335 referral 0.3177->0.3921
2026-09-04T13:24:26+00:00,session6_oof,agerule_lambda_lt40,train,,,,,,,0.625,24.0,,lambda=0.26 fitted=True n=1319 pos=64 baseline_sens=0.5469 referral 0.0523->0.0758
2026-09-04T13:24:26+00:00,session6_oof,agerule_lambda_unknown,train,,,,,,,1.0,0.0,,lambda=0.65 fitted=False n=38 pos=2 baseline_sens=1.0000 referral 0.1053->0.1579
2026-09-04T13:24:26+00:00,session6_oof,agerule_lambda_applied,val,0.7713,,0.7616,,,,0.8474,47.0,,"held-out check, band lambdas frozen from oof; base macro_f1=0.7638 base escalation_sens=0.7143 base missed=88"
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_marginal_a10,val,,,,,,,,,,coverage=0.9047; serious_coverage=0.7630; under40_escalating_coverage=0.5909; mean_set_size=1.086; frr=0.2208; frr_n=68/308; frr_primary=grouped_bootstrap; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_class_conditional_a10,val,,,,,,,,,,coverage=0.8760; serious_coverage=0.9188; under40_escalating_coverage=0.8636; mean_set_size=1.259; frr=0.0649; frr_n=20/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_bipartite_a10,val,,,,,,,,,,coverage=0.8923; serious_coverage=0.9123; under40_escalating_coverage=1.0000; mean_set_size=1.226; frr=0.0779; frr_n=24/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_aps_marginal_a10,val,,,,,,,,,,coverage=0.8936; serious_coverage=0.8409; under40_escalating_coverage=0.7273; mean_set_size=1.268; frr=0.1396; frr_n=43/308; frr_primary=grouped_bootstrap; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_aps_class_conditional_a10,val,,,,,,,,,,coverage=0.8864; serious_coverage=0.9026; under40_escalating_coverage=0.7273; mean_set_size=1.435; frr=0.0844; frr_n=26/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_aps_bipartite_a10,val,,,,,,,,,,coverage=0.8890; serious_coverage=0.8994; under40_escalating_coverage=0.9545; mean_set_size=1.366; frr=0.0844; frr_n=26/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_raps_marginal_a10,val,,,,,,,,,,"coverage=0.9034; serious_coverage=0.7630; under40_escalating_coverage=0.5455; mean_set_size=1.110; frr=0.2078; frr_n=64/308; frr_primary=grouped_bootstrap; n_cal=3468; k_reg=1, lambda=0.2"
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_raps_class_conditional_a10,val,,,,,,,,,,"coverage=0.8884; serious_coverage=0.9058; under40_escalating_coverage=0.7727; mean_set_size=1.383; frr=0.0682; frr_n=21/308; frr_primary=clopper_pearson; n_cal=3468; k_reg=1, lambda=0.2"
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_raps_bipartite_a10,val,,,,,,,,,,"coverage=0.8975; serious_coverage=0.9058; under40_escalating_coverage=0.9545; mean_set_size=1.285; frr=0.0682; frr_n=21/308; frr_primary=clopper_pearson; n_cal=3468; k_reg=1, lambda=0.2"
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_marginal_a05,val,,,,,,,,,,coverage=0.9550; serious_coverage=0.8799; under40_escalating_coverage=0.7727; mean_set_size=1.315; frr=0.1071; frr_n=33/308; frr_primary=grouped_bootstrap; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_class_conditional_a05,val,,,,,,,,,,coverage=0.9380; serious_coverage=0.9545; under40_escalating_coverage=0.9091; mean_set_size=2.229; frr=0.0325; frr_n=10/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_lac_bipartite_a05,val,,,,,,,,,,coverage=0.9478; serious_coverage=0.9643; under40_escalating_coverage=1.0000; mean_set_size=1.507; frr=0.0260; frr_n=8/308; frr_primary=clopper_pearson; n_cal=3468
