band,referral,sens_constant,sens_oracle_bins,sens_mass
<40,0.29567854435178165,0.828125,0.9375,0.859375
<40,0.2964366944655042,0.84375,0.9375,0.859375
<40,0.2971948445792267,0.84375,0.9375,0.859375
<40,0.2979529946929492,0.84375,0.9375,0.859375
<40,0.2987111448066717,0.84375,0.9375,0.859375
<40,0.29946929492039426,0.84375,0.9375,0.859375
<40,0.30022744503411675,0.84375,0.9375,0.859375
<40,0.3009855951478393,0.84375,0.9375,0.859375
<40,0.3017437452615618,0.84375,0.9375,0.859375
<40,0.3025018953752843,0.84375,0.9375,0.859375
<40,0.3032600454890068,0.84375,0.9375,0.859375
<40,0.30401819560272936,0.84375,0.9375,0.859375
<40,0.30477634571645185,0.84375,0.953125,0.875
<40,0.3055344958301744,0.84375,0.953125,0.875
<40,0.3062926459438969,0.84375,0.953125,0.875
<40,0.3070507960576194,0.84375,0.953125,0.875
<40,0.3078089461713419,0.84375,0.953125,0.875
<40,0.30856709628506446,0.84375,0.953125,0.875
<40,0.30932524639878695,0.84375,0.953125,0.875
<40,0.3100833965125095,0.84375,0.953125,0.875
<40,0.310841546626232,0.84375,0.953125,0.875
<40,0.3115996967399545,0.84375,0.953125,0.875
<40,0.312357846853677,0.84375,0.953125,0.875
<40,0.31311599696739956,0.84375,0.953125,0.875
<40,0.31387414708112205,0.84375,0.953125,0.875
<40,0.3146322971948446,0.84375,0.953125,0.875
<40,0.3153904473085671,0.84375,0.953125,0.875
<40,0.3161485974222896,0.84375,0.953125,0.875
<40,0.3169067475360121,0.84375,0.953125,0.875
<40,0.31766489764973466,0.84375,0.953125,0.875
<40,0.31842304776345715,0.84375,0.953125,0.875
<40,0.3191811978771797,0.84375,0.953125,0.875
<40,0.3199393479909022,0.84375,0.953125,0.875
<40,0.3206974981046247,0.84375,0.953125,0.875
<40,0.3214556482183472,0.859375,0.953125,0.875
<40,0.32221379833206976,0.859375,0.953125,0.875
<40,0.32297194844579225,0.859375,0.953125,0.875
<40,0.3237300985595148,0.859375,0.953125,0.875
<40,0.3244882486732373,0.875,0.953125,0.875
<40,0.3252463987869598,0.875,0.953125,0.875
<40,0.3260045489006823,0.875,0.953125,0.875
<40,0.32676269901440486,0.875,0.953125,0.875
<40,0.32752084912812734,0.875,0.953125,0.875
<40,0.3282789992418499,0.875,0.953125,0.875
<40,0.3290371493555724,0.875,0.953125,0.875
<40,0.3297952994692949,0.875,0.953125,0.875
<40,0.3305534495830174,0.875,0.953125,0.875
<40,0.33131159969673996,0.875,0.953125,0.875
<40,0.33206974981046244,0.875,0.953125,0.875
<40,0.332827899924185,0.875,0.953125,0.875
<40,0.33358605003790753,0.875,0.953125,0.875
<40,0.33434420015163,0.875,0.953125,0.890625
<40,0.33510235026535257,0.875,0.953125,0.890625
<40,0.33586050037907506,0.875,0.953125,0.890625
<40,0.3366186504927976,0.875,0.953125,0.890625
<40,0.3373768006065201,0.875,0.953125,0.890625
<40,0.33813495072024263,0.875,0.953125,0.890625
<40,0.3388931008339651,0.875,0.953125,0.890625
<40,0.33965125094768767,0.875,0.96875,0.890625
<40,0.34040940106141016,0.875,0.96875,0.890625
<40,0.3411675511751327,0.875,0.96875,0.890625
